sentence#,word,pos,ner
,हरू,HRU,O
,तथा,CC,O
,कार्य,NN,O
,पूरा,JJ,O
,गर्ने,VNE,O
,तरीका,NN,O
,हरू,HRU,O
,निधो,NN,O
,गरी,VBO,O
,अन्य,DUM,O
,व्याख्यान,NN,O
,हरू,HRU,O
,समेत,POP,O
,स्पष्ट,JJ,O
,गरिए,VBF,O
,का,PKO,O
,रिपोर्ट,NN,O
,तयारी,NN,O
,लाई,PLAI,O
,नै,RP,O
,उद्देश्य,NN,O
,को,PKO,O
,पहिचान,NN,O
,भन्दछ,VBF,O
,।,YF,O
sentence: 325,(,YB,O
,आ,ALPH,O
,),YB,O
,कागज,NN,O
,पत्र,NN,O
,को,PKO,O
,तयारी,NN,O
,उक्त,DUM,O
,कार्य,NN,O
,कम्प्युटर,NN,O
,बाट,POP,O
,शुरू,NN,O
,गरी,VBO,O
,पूरा,JJ,O
,गर्न,VBI,O
,आवश्यक,JJ,O
,पर्ने,VNE,O
,काजग,NN,O
,पत्र,NN,O
,हरू,HRU,O
,जस्तै,POP,O
,(,YB,O
,1,CD,B-MISC
,),YB,O
,करार,NN,O
,पत्र,NN,O
,जस,DUM,O
,मा,POP,O
,प्रयोगकर्ता,NN,O
,तथा,CC,O
,कम्प्युटर,NN,O
,विशेषज्ञ,NN,O
,का,PKO,O
,बीच,NN,O
,भए,VBF,O
,का,PKO,O
,समय,NN,O
,अवधी,NN,O
,",",YM,O
,पारिश्रमिक,NN,O
,",",YM,O
,कार्य,NN,O
,विवरण,NN,O
,चरणवद्ध,NN,O
,कार्यक्रम,NN,O
,",",YM,O
,खर्च,NN,O
,तथा,CC,O
,अन्य,DUM,O
,शर्त,NN,O
,हरू,HRU,O
,का,PKO,O
,अधीन,NN,O
,मा,POP,O
,रही,VBO,O
,दुबैपक्ष,NN,O
,ले,PLE,O
,काम,NN,O
,गर्ने,VNE,O
,तौर,NN,O
,तरीका,NN,O
,हरू,HRU,O
,लेखिए,VBF,O
,का,PKO,O
,हुन्छ,VBF,O
,।,YF,O
sentence: 326,(,YB,O
,2,CD,B-MISC
,),YB,O
,इनपुट,NN,O
,फर्म,NN,O
,जस,DUM,O
,मा,POP,O
,फर्म,NN,O
,नम्बर,NN,O
,",",YM,O
,मिति,NN,O
,",",YM,O
,नाम,NN,O
,",",YM,O
,ठेगाना,NN,O
,",",YM,O
,लिङ्ग,NN,O
,",",YM,O
,तलब,NN,O
,र,CC,O
,भत्ता,NN,O
,",",YM,O
,जस्ता,POP,O
,विभिन्न,JJ,O
,थरी,NN,O
,का,PKO,O
,अंक,NN,O
,वा,CC,O
,अक्षर,NN,O
,पूरा,JJ,O
,भरिए,VBF,O
,का,PKO,O
,रिकर्ड,NN,O
,हरू,HRU,O
,लेखिए,VBF,O
,का,PKO,O
,हुन्छन्,VBF,O
,।,YF,O
sentence: 327,(,YB,O
,3,CD,B-MISC
,),YB,O
,प्रशोधन,NN,O
,विधि,NN,O
,जस,DUM,O
,मा,POP,O
,ती,DUM,O
,फर्म,NN,O
,हरू,HRU,O
,का,PKO,O
,मिति,NN,O
,",",YM,O
,नम्बर,NN,O
,",",YM,O
,बस्तु,NN,O
,को,PKO,O
,नाम,NN,O
,",",YM,O
,मूल्य,NN,O
,",",YM,O
,एकाई,NN,O
,दर,NN,O
,जस्ता,POP,O
,थरी,NN,O
,थरी,NN,O
,का,PKO,O
,फिल्ड,NN,O
,हरू,HRU,O
,मध्ये,POP,O
,कुन,DUM,O
,चाहिने,VNE,O
,",",YM,O
,कुन,DUM,O
,नचाहिने,VNE,O
,कुन,DUM,O
,बाट,POP,O
,कुन,DUM,O
,रकम,NN,O
,घटाउने,VNE,O
,वा,CC,O
,जोड्ने,VNE,O
,",",YM,O
,त्यस,DUM,O
,पछि,POP,O
,कसरी,RBO,O
,कुन,DUM,O
,कुन,DUM,O
,नतिजा,NN,O
,प्राप्त,JJ,O
,गर्ने,VNE,O
,हो,VBF,O
,त्यस,DUM,O
,बारे,POP,O
,विस्तृत,JJ,O
,व्याख्यान,NN,O
,गरे,VBF,O
,का,PKO,O
,प्रशोधन,NN,O
,तरीका,NN,O
,हरू,HRU,O
,लेखिए,VBF,O
,का,PKO,O
,हुन्छन्,VBF,O
,।,YF,O
sentence: 328,(,YB,O
,4,CD,B-MISC
,),YB,O
,प्रशोधन,NN,O
,गरे,VBF,O
,पछि,POP,O
,कुन,DUM,O
,कुन,DUM,O
,किसिम,NN,O
,वा,CC,O
,डिजाइन,NN,O
,का,PKO,O
,तालिका,NN,O
,हरू,HRU,O
,वा,CC,O
,नतिजा,NN,O
,हरू,HRU,O
,आवश्यक,JJ,O
,पर्दछ,VBF,O
,भनी,CS,O
,तयार,JJ,O
,गरिए,VBF,O
,का,PKO,O
,नमूना,NN,O
,लेखिए,VBF,O
,का,PKO,O
,कागज,NN,O
,पत्र,NN,O
,हरू,HRU,O
,लाई,PLAI,O
,आउट-पुट,NN,O
,डिजाइन,NN,O
,भन्दछन्,VBF,O
,।,YF,O
sentence: 329,ती,DUM,O
,सम्पूर्ण,JJ,O
,काजग,NN,O
,पत्र,NN,O
,हरू,HRU,O
,को,PKO,O
,संकलन,NN,O
,गर्ने,VNE,O
,र,CC,O
,तयारी,NN,O
,गर्ने,VNE,O
,कार्य,NN,O
,लाई,PLAI,O
,भन्दछन्,VBF,O
,।,YF,O
sentence: 330,(,YB,O
,इ,ALPH,O
,),YB,O
,मूल्याङ्कन,NN,O
,उक्त,DUM,O
,कार्य,NN,O
,मानिस,NN,O
,को,PKO,O
,हात,NN,O
,बाट,POP,O
,गर्नु,VBI,O
,को,PKO,O
,सट्टा,NN,O
,कम्प्युटर,NN,O
,प्रयोग,NN,O
,गरी,VBO,O
,नतिजा,NN,O
,निकाल्दा,VBO,O
,समय,NN,O
,",",YM,O
,जनशक्ति,NN,O
,",",YM,O
,रकम,NN,O
,तथा,CC,O
,अन्य,DUM,O
,सामाग्री,NN,O
,को,PKO,O
,कति,DUM,O
,बचत,NN,O
,हुन्छ,VBF,O
,?,YF,O
,कार्य,NN,O
,सञ्चालन,NN,O
,गर्न,VBI,O
,कति,DUM,O
,को,PKO,O
,सजिलो,JJM,O
,हुन्छ,VBF,O
,?,YF,O
,झोंझ,NN,O
,झमेला,NN,O
,कति,DUM,O
,को,PKO,O
,कम,JJ,O
,हुन्छ,VBF,O
,?,YF,O
,तथा,CC,O
,अन्य,DUM,O
,के,DUM,O
,के,RP,O
,फाइदा,NN,O
,वा,CC,O
,वेफाइदा,NN,O
,हरू,HRU,O
,छन्,VBF,O
,?,YF,O
,भनी,VBO,O
,के,DUM,O
,लाई,PLAI,O
,पत्ता,NN,O
,लगाई,VBO,O
,दिनु,VBI,O
,लाई,PLAI,O
,मूल्याङ्कन,NN,O
,भनिन्छ,VBF,O
,।,YF,O
sentence: 331,यसरी,RBO,O
,सबै,JJ,O
,लेखाजोखा,NN,O
,गरी,VBO,O
,उक्त,DUM,O
,काम,NN,O
,कम्प्युटर,NN,O
,बाट,POP,O
,गराउनु,VBI,O
,उचित,JJ,O
,छ,VBF,O
,/,YM,O
,छैन,VBF,O
,यस,DUM,O
,बारे,POP,O
,प्रणाली,NN,O
,विश्लेषण,NN,O
,कर्ता,NN,O
,ले,PLE,O
,एउ,CD,O
,टा,CL,O
,पूरा,JJ,O
,रिपोर्ट,NN,O
,तयार,JJ,O
,गर्दछ,VBF,O
,।,YF,O
sentence: 332,यो,DUM,O
,रिपोर्ट,NN,O
,ले,PLE,O
,त्यो,DUM,O
,काम,NN,O
,कम्प्युटर,NN,O
,बाट,POP,O
,गराउने,VNE,O
,वा,CC,O
,नगराउने,NN,O
,निधो,NN,O
,गर्दछ,VBF,O
,।,YF,O
sentence: 333,यसरी,RBO,O
,उद्देश्य,NN,O
,को,PKO,O
,पहिचान,NN,O
,",",YM,O
,कागजपत्र,NN,O
,को,PKO,O
,तयारी,NN,O
,तथा,CC,O
,मूल्याङ्कन,NN,O
,समेत,POP,O
,को,PKO,O
,रिपोर्ट,NN,O
,तयार,JJ,O
,भए,VBF,O
,पछि,POP,O
,अध्ययन,NN,O
,चरण,NN,O
,पूरा,JJ,O
,हुन्छ,VBF,O
,।,YF,O
sentence: 334,(,YB,O
,ख,ALPH,O
,),YB,O
,सञ्चालन,NN,O
,को,PKO,O
,चरण,NN,O
,(,YB,O
,अ,ALPH,O
,),YB,O
,डिजाइन,NN,O
,गर्नु,VBI,O
,कम्प्युटर,NN,O
,बाट,POP,O
,गरिने,VNE,O
,कार्य,NN,O
,को,PKO,O
,लागि,POP,O
,इनपुट,NN,O
,फर्म,NN,O
,केलाउने,VNE,O
,",",YM,O
,सच्याउने,NN,O
,सांकेतिक,JJ,O
,अंक,NN,O
,लेख्ने,VNE,O
,तथा,CC,O
,फर्म,NN,O
,हरू,HRU,O
,मिलाई,VBI,O
,राख्ने,VNE,O
,जस्ता,POP,O
,कुन,DUM,O
,काम,NN,O
,मानिस,NN,O
,को,PKO,O
,हात,NN,O
,ले,PLE,O
,गर्ने,VNE,O
,?,YF,O
,कति,DUM,O
,फिल्ड,NN,O
,हरू,HRU,O
,को,PKO,O
,एक,CD,B-MISC
,रिकर्ड,NN,O
,कायम,JJ,O
,गर्ने,VNE,O
,कसरी,RBO,O
,फर्म,NN,O
,बाट,POP,O
,सम्पूर्ण,JJ,O
,रेकर्ड,NN,O
,हरू,HRU,O
,कम्प्युटर,NN,O
,को,PKO,O
,हार्ड,NN,O
,डिस्क,NN,O
,वा,CC,O
,फ्लपी,NN,O
,वा,CC,O
,टेप,NN,O
,मा,POP,O
,भण्डार,NN,O
,गर्ने,VNE,O
,?,YF,O
,कुन,DUM,O
,प्रोग्राम,NN,O
,प्रयोग,NN,O
,गरी,VBO,O
,ती,DUM,O
,सम्पूर्ण,JJ,O
,इनपुट,NN,O
,डाटा,NN,O
,लाई,PLAI,O
,शुद्ध,JJ,O
,बनाउने,VNE,O
,?,YF,O
,कुन,DUM,O
,प्रोग्राम,NN,O
,ले,PLE,O
,त्यो,DUM,O
,डाटा,NN,O
,के,DUM,O
,लाई,PLAI,O
,प्रशोधन,NN,O
,गरी,VBO,O
,कसरी,RBO,O
,नतिजा,NN,O
,प्राप्त,JJ,O
,गर्ने,VNE,O
,?,YF,O
,ती,DUM,O
,प्रोग्राम,NN,O
,हरू,HRU,O
,का,PKO,O
,कुन,DUM,O
,कुन,DUM,O
,वाधा,NN,O
,अड्चन,NN,O
,लाई,PLAI,O
,कसरी,RBO,O
,पार,NN,O
,गर्ने,VNE,O
,?,YF,O
,उक्त,DUM,O
,कार्य,NN,O
,गर्न,VBI,O
,",",YM,O
,के,DUM,O
,कस्तो,DM,O
,कम्प्युटर,NN,O
,प्रणाली,NN,O
,वा,CC,O
,थप,JJ,O
,प्रोग्राम,NN,O
,हरू,HRU,O
,को,PKO,O
,आवश्यक,JJ,O
,पर्दछ,VBF,O
,?,YF,O
,उक्त,DUM,O
,रेकर्ड,NN,O
,हरू,HRU,O
,के,DUM,O
,लाई,PLAI,O
,",",YM,O
,प्रशोधन,NN,O
,गरी,VBO,O
,कसरी,RBO,O
,मानिस,NN,O
,ले,PLE,O
,सो,DUM,O
,नतिजा,NN,O
,प्राप्त,JJ,O
,गरिरहे,VBF,O
,को,PKO,O
,छ,VBF,O
,?,YF,O
,अब,RBO,O
,कसरी,RBO,O
,सोही,DUM,O
,कार्य,NN,O
,कम्प्युटर,NN,O
,ले,PLE,O
,गर्दछ,VBF,O
,?,YF,O
,भन्ने,VNE,O
,विवरण,NN,O
,लाई,PLAI,O
,नयाँ,JJ,O
,प्रणाली,NN,O
,भन्दछन्,VBF,O
,।,YF,O
sentence: 335,यस्ता,DM,O
,सम्पूर्ण,JJ,O
,कार्य,NN,O
,प्रणाली,NN,O
,हरू,HRU,O
,को,PKO,O
,तथा,CC,O
,विषय,NN,O
,बस्तु,NN,O
,हरू,HRU,O
,को,PKO,O
,एक,CD,B-MISC
,एक,CD,B-MISC
,व्याख्या,NN,O
,गरी,VBO,O
,चरणबद्ध,JJ,O
,रूप,NN,O
,ले,PLE,O
,डिजाइन,NN,O
,गरिए,VBF,O
,को,PKO,O
,हुन्छ,VBF,O
,जस,DUM,O
,लाई,PLAI,O
,प्रणाली,NN,O
,डिजाइन,NN,O
,भन्दछन्,VBF,O
,।,YF,O
sentence: 336,यो,DUM,O
,रिपोर्ट,NN,O
,मा,POP,O
,प्रत्येक,JJ,O
,प्रोग्राम,NN,O
,हरू,HRU,O
,को,PKO,O
,स्फेसिफिकेशन,NN,O
,",",YM,O
,सिष्टम,NN,O
,तथा,CC,O
,डाटाप्रोसेसिङ,NN,O
,फ्लो,JJM,O
,चार्ट,NN,O
,समेत,POP,O
,संलग्न,JJ,O
,गरिदिए,VBF,O
,का,PKO,O
,हुन्छन्,VBF,O
,।,YF,O
sentence: 337,(,YB,O
,आ,ALPH,O
,),YB,O
,प्रणाली,NN,O
,प्रतिस्थापन,NN,O
,गर्नु,VBI,O
,कम्प्युटर,NN,O
,बाट,POP,O
,नतिजा,NN,O
,प्राप्त,JJ,O
,गर्नु,VBI,O
,अघि,POP,O
,इनपुट,NN,O
,डाटा,NN,O
,र,CC,O
,प्रोग्राम,NN,O
,दुबै,CD,B-MISC
,को,PKO,O
,शुद्ध,JJ,O
,",",YM,O
,तयारी,NN,O
,भैसके,VBF,O
,को,PKO,O
,हुनुपर्दछ,VBF,O
,।,YF,O
sentence: 338,शुद्ध,JJ,O
,इनपुट,NN,O
,डाटा,NN,O
,तयार,JJ,O
,गर्न,VBI,O
,डाटा,NN,O
,सुपर,NN,O
,भाइजर,NN,O
,",",YM,O
,डाटा,NN,O
,इन्ट्री,NN,O
,अपरेटर,NN,O
,तथा,CC,O
,कोडर,NN,O
,जस्ता,POP,O
,कर्मचारी,NN,O
,वर्ग,NN,O
,ले,PLE,O
,डाटा,NN,O
,लाई,PLAI,O
,फर्म,NN,O
,मा,POP,O
,के,DUM,O
,लाई,PLAI,O
,",",YM,O
,सच्याई,NN,O
,",",YM,O
,कोडिङ,NN,O
,गरी,VBO,O
,कम्प्युटर,NN,O
,भित्र,POP,O
,पठाई,VBO,O
,फ्लपी,NN,O
,डिस्क,NN,O
,वा,CC,O
,हार्ड,NN,O
,डिस्क,NN,O
,मा,POP,O
,भण्डार,NN,O
,गर्दछन्,VBF,O
,।,YF,O
sentence: 339,त्यस,DUM,O
,को,PKO,O
,लिष्ट,NN,O
,छापेर,VBO,O
,पुनः,RBM,O
,सच्याई,NN,O
,दोस्रो,OD,B-MISC
,पटक,NN,O
,डाटा,NN,O
,इन्ट्री,NN,O
,गरिन्छ,VBF,O
,।,YF,O
sentence: 340,यो,DUM,O
,क्रम,NN,O
,डाटा,NN,O
,शुद्ध,JJ,O
,नभए,VBF,O
,सम्म,POP,O
,दोहर्याई,NN,O
,रहन्छन्,VBF,O
,।,YF,O
sentence: 341,जब,RBO,O
,शुद्ध,JJ,O
,हुन्छ,VBF,O
,यस,DUM,O
,लाई,PLAI,O
,अन्तिम,JJ,O
,डाटा,NN,O
,भन्दछन्,VBF,O
,।,YF,O
sentence: 342,यसरी,RBO,O
,विभिन्न,JJ,O
,क्षेत्र,NN,O
,का,PKO,O
,कर्मचारी,NN,O
,हरू,HRU,O
,प्रयोग,NN,O
,गरी,VBO,O
,अन्तिम,JJ,O
,डाटा,NN,O
,फाइल,NN,O
,तयार,JJ,O
,गरिन्छ,VBF,O
,।,YF,O
sentence: 343,अर्को,DM,O
,तिर,POP,O
,कम्प्युटर,NN,O
,प्रोग्रामर,NN,O
,ले,PLE,O
,प्रणाली,NN,O
,विश्लेषणकर्ता,NN,O
,द्वारा,POP,O
,तयार,JJ,O
,गरिए,VBF,O
,को,PKO,O
,प्रोग्रामिङ,NN,O
,स्पेसिफिकेशन,NN,O
,को,PKO,O
,आधार,NN,O
,अनुसार,POP,O
,प्रोग्राम,NN,O
,हरू,HRU,O
,तयार,JJ,O
,गर्दछ,VBF,O
,।,YF,O
sentence: 344,प्रोग्राम,NN,O
,तयार,JJ,O
,गर्दा,VBO,O
,प्रोग्रामर,NN,O
,ले,PLE,O
,इनपुट,NN,O
,रेकर्ड,NN,O
,का,PKO,O
,फिल्ड,NN,O
,साइज,NN,O
,",",YM,O
,रेकर्ड,NN,O
,साइज,NN,O
,र,CC,O
,प्रशोधन,NN,O
,विधि,NN,O
,एक,CD,B-MISC
,एक,CD,B-MISC
,गरी,VBO,O
,राम्ररी,RBM,O
,याद,NN,O
,गरे,VBF,O
,को,PKO,O
,हुन्छ,VBF,O
,।,YF,O
sentence: 345,ती,DUM,O
,सम्पूर्ण,JJ,O
,कुरा,NN,O
,लाई,PLAI,O
,सम्मिलित,JJ,O
,गराई,VBO,O
,क्रमबद्ध,JJ,O
,रूप,NN,O
,मा,POP,O
,कोरिए,VBF,O
,का,PKO,O
,कम्प्युटर,NN,O
,भाषा,NN,O
,का,PKO,O
,निर्देशन,NN,O
,हरू,HRU,O
,लाई,PLAI,O
,त्यस,DUM,O
,को,PKO,O
,स्मरण,NN,O
,एकाई,NN,O
,मा,POP,O
,भण्डार,NN,O
,गर्ने,VNE,O
,गर्दछ,VBF,O
,जस,DUM,O
,लाई,PLAI,O
,प्रोग्राम,NN,O
,तयार,JJ,O
,गरे,VBF,O
,को,PKO,O
,भन्दछन्,VBF,O
,।,YF,O
sentence: 346,पटक,NN,O
,पटक,NN,O
,तर्क,NN,O
,हरू,HRU,O
,तथा,CC,O
,निर्देशन,NN,O
,हरू,HRU,O
,लाई,PLAI,O
,सच्याई,NN,O
,दिए,VBF,O
,पछि,POP,O
,अन्तिम,JJ,O
,रूप,NN,O
,मा,POP,O
,तयार,JJ,O
,भए,VBF,O
,को,PKO,O
,प्रोग्राम,NN,O
,लाई,PLAI,O
,हार्ड,NN,O
,डिस्क,NN,O
,वा,CC,O
,फ्लपी,NN,O
,डिस्क,NN,O
,मा,POP,O
,भण्डार,NN,O
,गरिदिनु,VBI,O
,पर्दछ,VBF,O
,।,YF,O
sentence: 347,यसरी,RBO,O
,तयार,JJ,O
,गरिए,VBF,O
,को,PKO,O
,शुद्ध,JJ,O
,डाटा,NN,O
,र,CC,O
,प्रोग्राम,NN,O
,लाई,PLAI,O
,कम्प्युटर,NN,O
,को,PKO,O
,हार्ड,NN,O
,डिस्क,NN,O
,वा,CC,O
,फ्लपी,NN,O
,डिस्क,NN,O
,मा,POP,O
,भण्डार,NN,O
,गरी,VBO,O
,दिनु,VBI,O
,लाई,PLAI,O
,प्रतिस्थापन,NN,O
,गर्नु,VBI,O
,भन्दछन्,VBF,O
,।,YF,O
sentence: 348,(,YB,O
,इ,ALPH,O
,),YB,O
,परीक्षण,NN,O
,गर्नु,VBI,O
,प्रतिस्थापन,NN,O
,गरिसके,VBF,O
,पछि,POP,O
,कम्प्युटर,NN,O
,ले,PLE,O
,अन्तिम,JJ,O
,डाटा,NN,O
,फाइल,NN,O
,र,CC,O
,शुद्ध,JJ,O
,प्रोग्राम,NN,O
,सन्चालन,NN,O
,गरी,VBO,O
,नयाँ,JJ,O
,प्रणाली,NN,O
,ले,PLE,O
,ठीक,JJ,O
,सँग,POP,O
,काम,NN,O
,गर्छ,VBF,O
,गर्दैन,VBF,O
,पहिचान,NN,O
,गर्नु,VBI,O
,लाई,PLAI,O
,परीक्षण,NN,O
,भन्दछन्,VBF,O
,।,YF,O
sentence: 349,उक्त,DUM,O
,परीक्षण,NN,O
,बाट,POP,O
,प्राप्त,JJ,O
,तालिका,NN,O
,वा,CC,O
,नतिजा,NN,O
,ले,PLE,O
,कम्प्युटर,NN,O
,प्रयोग,NN,O
,कर्ता,NN,O
,को,PKO,O
,माग,NN,O
,र,CC,O
,उद्देश्य,NN,O
,पूरा,JJ,O
,गरे,VBF,O
,को,PKO,O
,हुनुपर्दछ,VBF,O
,।,YF,O
sentence: 350,यदि,CS,O
,उक्त,DUM,O
,नयाँ,JJ,O
,प्रणाली,NN,O
,सन्चालन,NN,O
,गर्दा,VBO,O
,नतिजा,NN,O
,राम्रो,JJM,O
,भएन,VBF,O
,भने,CS,O
,प्रोग्राम,NN,O
,वा,CC,O
,डाटा,NN,O
,फाइल,NN,O
,मा,POP,O
,केही,CD,O
,सम्शोधन,NN,O
,गरी,VBO,O
,अझै,RBM,O
,थप,JJ,O
,विकास,NN,O
,गर्नुपर्दछ,VBF,O
,।,YF,O
sentence: 351,यस्तै,DUM,O
,क्रम,NN,O
,ले,PLE,O
,जब,RBO,O
,सम्म,POP,O
,नयाँ,JJ,O
,प्रणाली,NN,O
,ले,PLE,O
,कार्य,NN,O
,पूरा,JJ,O
,गर्न,VBI,O
,सक्तैन,VBF,O
,त्यसबेला,RBO,O
,सम्म,POP,O
,उक्त,DUM,O
,प्रणाली,NN,O
,लाई,PLAI,O
,सफल,JJ,O
,भए,VBF,O
,को,PKO,O
,मानिने,VNE,O
,छैन,VBF,O
,।,YF,O
sentence: 352,यसरी,RBO,O
,अन्त्य,NN,O
,मा,POP,O
,परिक्षण,NN,O
,सफल,JJ,O
,भए,VBF,O
,मा,POP,O
,सन्चालन,NN,O
,चरण,NN,O
,को,PKO,O
,कार्य,NN,O
,पूरा,JJ,O
,भए,VBF,O
,को,PKO,O
,मानिन्छ,VBF,O
,।,YF,O
sentence: 353,माथि,RBM,O
,बयान,NN,O
